"","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature","track_names","who"
"50",0.79,0.49,5,-5.097,1,0.0942,0.483,0,0.201,0.577,140.202,"audio_features","1UMQ9VXdKGiAHIGD5fWX2B","spotify:track:1UMQ9VXdKGiAHIGD5fWX2B","https://api.spotify.com/v1/tracks/1UMQ9VXdKGiAHIGD5fWX2B","https://api.spotify.com/v1/audio-analysis/1UMQ9VXdKGiAHIGD5fWX2B",203653,4,"Iron & Steel","Annie"
"51",0.648,0.498,0,-9.722,0,0.141,0.484,0,0.325,0.488,132.01,"audio_features","7f0d7CGRJb1lk6nAz1QLzj","spotify:track:7f0d7CGRJb1lk6nAz1QLzj","https://api.spotify.com/v1/tracks/7f0d7CGRJb1lk6nAz1QLzj","https://api.spotify.com/v1/audio-analysis/7f0d7CGRJb1lk6nAz1QLzj",138182,4,"First Things First","Annie"
"52",0.927,0.563,0,-8.163,0,0.0941,0.582,0.000442,0.0708,0.952,124.99,"audio_features","2DRnZ9Wiw60HbS6GDqnld1","spotify:track:2DRnZ9Wiw60HbS6GDqnld1","https://api.spotify.com/v1/tracks/2DRnZ9Wiw60HbS6GDqnld1","https://api.spotify.com/v1/audio-analysis/2DRnZ9Wiw60HbS6GDqnld1",171524,4,"Bag Season","Annie"
"53",0.727,0.391,5,-7.48,0,0.251,0.344,0.00015,0.135,0.221,166.12,"audio_features","48ZonDB5Bd2svbdRskiLkE","spotify:track:48ZonDB5Bd2svbdRskiLkE","https://api.spotify.com/v1/tracks/48ZonDB5Bd2svbdRskiLkE","https://api.spotify.com/v1/audio-analysis/48ZonDB5Bd2svbdRskiLkE",175450,4,"Baby Boy","Annie"
"54",0.727,0.463,2,-12.867,1,0.363,0.228,0,0.065,0.415,89.694,"audio_features","4sx30qSHWacpU4my5WHC4K","spotify:track:4sx30qSHWacpU4my5WHC4K","https://api.spotify.com/v1/tracks/4sx30qSHWacpU4my5WHC4K","https://api.spotify.com/v1/audio-analysis/4sx30qSHWacpU4my5WHC4K",175500,4,"Shorty","Annie"
"55",0.609,0.647,0,-8.689,1,0.367,0.0219,0,0.143,0.445,106.051,"audio_features","0p8E413H9XOj86PSVMwM7i","spotify:track:0p8E413H9XOj86PSVMwM7i","https://api.spotify.com/v1/tracks/0p8E413H9XOj86PSVMwM7i","https://api.spotify.com/v1/audio-analysis/0p8E413H9XOj86PSVMwM7i",203405,4,"Wide Angle","Annie"
"56",0.317,0.276,0,-21.163,1,0.0984,0.994,0.0531,0.33,0.591,124.953,"audio_features","5OZA1vhFOW5J9MqEBHpYSC","spotify:track:5OZA1vhFOW5J9MqEBHpYSC","https://api.spotify.com/v1/tracks/5OZA1vhFOW5J9MqEBHpYSC","https://api.spotify.com/v1/audio-analysis/5OZA1vhFOW5J9MqEBHpYSC",107553,3,"This is a Rose (Interlude)","Annie"
"57",0.505,0.479,10,-7.388,0,0.0701,0.0088,0.000719,0.417,0.4,119.901,"audio_features","5MToq94xGO3pGbWBQxKPj3","spotify:track:5MToq94xGO3pGbWBQxKPj3","https://api.spotify.com/v1/tracks/5MToq94xGO3pGbWBQxKPj3","https://api.spotify.com/v1/audio-analysis/5MToq94xGO3pGbWBQxKPj3",211413,4,"Above Water","Annie"
"58",0.731,0.487,1,-12.214,1,0.394,0.318,0,0.105,0.482,84.921,"audio_features","1oHx7m4YoqXzao3MEn94HY","spotify:track:1oHx7m4YoqXzao3MEn94HY","https://api.spotify.com/v1/tracks/1oHx7m4YoqXzao3MEn94HY","https://api.spotify.com/v1/audio-analysis/1oHx7m4YoqXzao3MEn94HY",237407,4,"Oceans V2","Annie"
"59",0.885,0.42,9,-7.818,1,0.146,0.202,7.92e-05,0.0838,0.527,139.97,"audio_features","5DA2fkfcKhbuXFB7dWA1Pz","spotify:track:5DA2fkfcKhbuXFB7dWA1Pz","https://api.spotify.com/v1/tracks/5DA2fkfcKhbuXFB7dWA1Pz","https://api.spotify.com/v1/audio-analysis/5DA2fkfcKhbuXFB7dWA1Pz",222917,4,"All I Need","Annie"
"60",0.735,0.306,5,-12.906,0,0.0627,0.517,0,0.107,0.265,122.027,"audio_features","1LJAHV5GlmV59vZ3zHvhJ0","spotify:track:1LJAHV5GlmV59vZ3zHvhJ0","https://api.spotify.com/v1/tracks/1LJAHV5GlmV59vZ3zHvhJ0","https://api.spotify.com/v1/audio-analysis/1LJAHV5GlmV59vZ3zHvhJ0",169720,4,"2 Soon","Annie"
"61",0.667,0.424,11,-12.328,0,0.19,0.0917,0.000605,0.115,0.157,119.87,"audio_features","5T2yqGJg9qAPMZJVo3xBNq","spotify:track:5T2yqGJg9qAPMZJVo3xBNq","https://api.spotify.com/v1/tracks/5T2yqGJg9qAPMZJVo3xBNq","https://api.spotify.com/v1/audio-analysis/5T2yqGJg9qAPMZJVo3xBNq",205500,4,"Darkest Motives","Annie"
"62",0.383,0.274,0,-15.187,1,0.068,0.811,0.00894,0.159,0.357,156.103,"audio_features","3a7t28H8s6Pspjvux1bkiX","spotify:track:3a7t28H8s6Pspjvux1bkiX","https://api.spotify.com/v1/tracks/3a7t28H8s6Pspjvux1bkiX","https://api.spotify.com/v1/audio-analysis/3a7t28H8s6Pspjvux1bkiX",125192,4,"I Stayed Home All Day","Annie"
"63",0.871,0.343,2,-14.825,1,0.0908,0.212,0,0.123,0.656,122.996,"audio_features","5ruLlyX60A4GyYel2JQer4","spotify:track:5ruLlyX60A4GyYel2JQer4","https://api.spotify.com/v1/tracks/5ruLlyX60A4GyYel2JQer4","https://api.spotify.com/v1/audio-analysis/5ruLlyX60A4GyYel2JQer4",187073,4,"Die B4 You Do","Annie"
"64",0.82,0.352,0,-13.366,1,0.146,0.449,0,0.413,0.493,120.044,"audio_features","5GeXTjykza5K9HHyqWIfrv","spotify:track:5GeXTjykza5K9HHyqWIfrv","https://api.spotify.com/v1/tracks/5GeXTjykza5K9HHyqWIfrv","https://api.spotify.com/v1/audio-analysis/5GeXTjykza5K9HHyqWIfrv",193000,4,"She Come and She Go","Annie"
"65",0.675,0.385,9,-11.009,1,0.0994,0.547,0,0.172,0.232,73.023,"audio_features","3JICURjxOngSbii72KTn5S","spotify:track:3JICURjxOngSbii72KTn5S","https://api.spotify.com/v1/tracks/3JICURjxOngSbii72KTn5S","https://api.spotify.com/v1/audio-analysis/3JICURjxOngSbii72KTn5S",216892,4,"Bring Me My Money","Annie"
"66",0.863,0.577,7,-4.544,1,0.253,0.0299,0,0.327,0.581,110.021,"audio_features","29FLOzVMMmSYDMPicVJdAy","spotify:track:29FLOzVMMmSYDMPicVJdAy","https://api.spotify.com/v1/tracks/29FLOzVMMmSYDMPicVJdAy","https://api.spotify.com/v1/audio-analysis/29FLOzVMMmSYDMPicVJdAy",148636,4,"Sun Dance","Annie"
"67",0.859,0.371,0,-10.683,1,0.0514,0.144,6.76e-06,0.113,0.601,110.899,"audio_features","3t2N6cizXKZ9RCTd3OkSMV","spotify:track:3t2N6cizXKZ9RCTd3OkSMV","https://api.spotify.com/v1/tracks/3t2N6cizXKZ9RCTd3OkSMV","https://api.spotify.com/v1/audio-analysis/3t2N6cizXKZ9RCTd3OkSMV",200125,4,"7th King","Annie"
"68",0.742,0.71,11,-7.859,0,0.0672,0.157,0,0.308,0.906,99.948,"audio_features","2eYv1TTJtj0TBdTdZziWqD","spotify:track:2eYv1TTJtj0TBdTdZziWqD","https://api.spotify.com/v1/tracks/2eYv1TTJtj0TBdTdZziWqD","https://api.spotify.com/v1/audio-analysis/2eYv1TTJtj0TBdTdZziWqD",183042,4,"Horchata (Waves)","Annie"
"69",0.736,0.638,0,-7.299,1,0.174,0.136,1.41e-06,0.283,0.829,139.15,"audio_features","0lMpJ2Y5MdnmH1755IGroZ","spotify:track:0lMpJ2Y5MdnmH1755IGroZ","https://api.spotify.com/v1/tracks/0lMpJ2Y5MdnmH1755IGroZ","https://api.spotify.com/v1/audio-analysis/0lMpJ2Y5MdnmH1755IGroZ",205500,4,"Love","Annie"
"70",0.938,0.513,11,-8.122,1,0.237,0.0254,0,0.0691,0.182,108.001,"audio_features","3UraDt03aF36JtbaSv5cUY","spotify:track:3UraDt03aF36JtbaSv5cUY","https://api.spotify.com/v1/tracks/3UraDt03aF36JtbaSv5cUY","https://api.spotify.com/v1/audio-analysis/3UraDt03aF36JtbaSv5cUY",260625,4,"Gorilla (feat. Gyyps)","Annie"
"71",0.552,0.238,0,-15.91,1,0.242,0.452,0,0.175,0.356,128.239,"audio_features","74FAurNEnLtugKFkvpiwzV","spotify:track:74FAurNEnLtugKFkvpiwzV","https://api.spotify.com/v1/tracks/74FAurNEnLtugKFkvpiwzV","https://api.spotify.com/v1/audio-analysis/74FAurNEnLtugKFkvpiwzV",111500,4,"Interlude","Annie"
"72",0.742,0.566,6,-9.091,1,0.1,0.567,1.27e-05,0.114,0.394,129.972,"audio_features","1IUKVXk8cWRQQ01YhH4WTj","spotify:track:1IUKVXk8cWRQQ01YhH4WTj","https://api.spotify.com/v1/tracks/1IUKVXk8cWRQQ01YhH4WTj","https://api.spotify.com/v1/audio-analysis/1IUKVXk8cWRQQ01YhH4WTj",148615,4,"Shadows","Annie"
"73",0.944,0.47,10,-11.598,0,0.182,0.278,1.33e-06,0.0777,0.93,129.978,"audio_features","52Cs7GrUOMuaS7wS0jmqnU","spotify:track:52Cs7GrUOMuaS7wS0jmqnU","https://api.spotify.com/v1/tracks/52Cs7GrUOMuaS7wS0jmqnU","https://api.spotify.com/v1/audio-analysis/52Cs7GrUOMuaS7wS0jmqnU",169885,4,"This Shit Comes in Waves","Annie"
"74",0.626,0.575,4,-8.804,1,0.458,0.00625,0,0.182,0.322,134.071,"audio_features","1EVkELMqiqO7F5Hi76oaLP","spotify:track:1EVkELMqiqO7F5Hi76oaLP","https://api.spotify.com/v1/tracks/1EVkELMqiqO7F5Hi76oaLP","https://api.spotify.com/v1/audio-analysis/1EVkELMqiqO7F5Hi76oaLP",246716,4,"Club Bang (feat. Gyyps)","Annie"
"75",0.673,0.386,8,-10.26,1,0.503,0.809,0,0.48,0.792,114.575,"audio_features","4NnZLxypfFvJyOzYavgZRk","spotify:track:4NnZLxypfFvJyOzYavgZRk","https://api.spotify.com/v1/tracks/4NnZLxypfFvJyOzYavgZRk","https://api.spotify.com/v1/audio-analysis/4NnZLxypfFvJyOzYavgZRk",177042,1,"Buena Vista","Annie"
"76",0.922,0.389,10,-9.986,1,0.092,0.223,9.41e-05,0.101,0.325,104.06,"audio_features","5WJ733JRIgg7oJNzUBpZdH","spotify:track:5WJ733JRIgg7oJNzUBpZdH","https://api.spotify.com/v1/tracks/5WJ733JRIgg7oJNzUBpZdH","https://api.spotify.com/v1/audio-analysis/5WJ733JRIgg7oJNzUBpZdH",169542,4,"Don't Change","Annie"
"77",0.461,0.382,0,-10.033,1,0.0508,0.148,0.00687,0.264,0.166,120.015,"audio_features","2L21qwCDZYvaGJeJ85vR2p","spotify:track:2L21qwCDZYvaGJeJ85vR2p","https://api.spotify.com/v1/tracks/2L21qwCDZYvaGJeJ85vR2p","https://api.spotify.com/v1/audio-analysis/2L21qwCDZYvaGJeJ85vR2p",255500,4,"Dope4yall","Annie"
"78",0.605,0.334,1,-15.66,1,0.128,0.15,0.848,0.0897,0.262,155.799,"audio_features","0i8SsknbRmHKsq9ryrrrHA","spotify:track:0i8SsknbRmHKsq9ryrrrHA","https://api.spotify.com/v1/tracks/0i8SsknbRmHKsq9ryrrrHA","https://api.spotify.com/v1/audio-analysis/0i8SsknbRmHKsq9ryrrrHA",106154,4,"Tea (feat. Tim Callobre & Gyyps)","Annie"
"79",0.931,0.664,5,-5.873,1,0.0906,0.0507,9.63e-06,0.173,0.314,111.018,"audio_features","0CJaZKbCqXgB6QvBQp6GFS","spotify:track:0CJaZKbCqXgB6QvBQp6GFS","https://api.spotify.com/v1/tracks/0CJaZKbCqXgB6QvBQp6GFS","https://api.spotify.com/v1/audio-analysis/0CJaZKbCqXgB6QvBQp6GFS",278378,4,"Leave in the Morning (feat. Tut)","Annie"
"80",0.686,0.262,7,-13.009,1,0.0504,0.931,0.0451,0.0915,0.411,77.391,"audio_features","6SXNtpk3nxRiPben0c2eMN","spotify:track:6SXNtpk3nxRiPben0c2eMN","https://api.spotify.com/v1/tracks/6SXNtpk3nxRiPben0c2eMN","https://api.spotify.com/v1/audio-analysis/6SXNtpk3nxRiPben0c2eMN",226750,4,"White","Annie"
"81",0.808,0.342,0,-12.246,1,0.0365,0.241,0.0397,0.106,0.434,111.033,"audio_features","4NHvhzUAWP8C6G27wTrSoX","spotify:track:4NHvhzUAWP8C6G27wTrSoX","https://api.spotify.com/v1/tracks/4NHvhzUAWP8C6G27wTrSoX","https://api.spotify.com/v1/audio-analysis/4NHvhzUAWP8C6G27wTrSoX",191407,4,"7th King (Dwayne Reprise)","Annie"
"82",0.796,0.405,4,-9.612,0,0.223,0.185,0,0.0911,0.166,132.057,"audio_features","6QS5M4NNZV5hWZCxfukxzB","spotify:track:6QS5M4NNZV5hWZCxfukxzB","https://api.spotify.com/v1/tracks/6QS5M4NNZV5hWZCxfukxzB","https://api.spotify.com/v1/audio-analysis/6QS5M4NNZV5hWZCxfukxzB",165373,3,"Westside It Don't Stop","Annie"
